decision_id,paper_id,decision_text
qs2KRAPylHT,BKeJmkspvc,Accept (Poster)
BPWADMfgvmj,BJP5LRpD09,Accept (Poster)
HwvB2aGdRpU,BGS3o8SpjI3,Accept (Poster)
Qmzou0aj_j,BFYlnDtJSqW,Accept (Poster)
FYgW__AYXgF,BEVDmheFG0,Accept (Poster)
lqh7ctyGlPO,B9yXBaZDUxp,Accept (Spotlight)
HxQRQJjyudV,B9WXduMZBEM,Accept (Poster)
1En-lJKSPoA,B9NOIHl2Z6K,Accept (Poster)
OJXYnCjDVW6,B83B16bWvuI,Accept (Spotlight)
FJUGfSS1Ca,B6uDDaDoW4a,Accept (Poster)
i6tavXjyyEz,B4szfz7W7LU,Accept (Poster)
SwdbPEArHP,B46BjXrLidN,Accept (Poster)
hgr4nzxmw6K,B2cyX_ht4VI,Accept (Poster)
FykNqA_Z47Q,B1Kh0SVodY,Accept (Poster)
Mmcbgpm3g5T,B0rmtp9q6-_,Accept (Poster)
iGCwOEn9br-,AzmEMstdf3o,Accept (Oral)
nohDq4ksh7e,AzRypY2iMR,Accept (Poster)
Dd4sQe6wO_X,AzB2Pq7UFsA,Accept (Poster)
q9LV2kcFADy,Aw96fN64soV,Accept (Poster)
hB7SYYojHn,AvVDR8R-kQX,Accept (Spotlight)
akvcE2bkxg,AvHeCmK2fsE,Accept (Poster)
8TKP3oEnL_H,AuVKs6JmBtY,Accept (Poster)
tgep52KT3r,Arn2E4IRjEB,Accept (Poster)
2qtYH2AiFJt,Aqzn23LfwT,Accept (Poster)
j5BbfCyzY-I,AqprMSXI1Wn,Accept (Poster)
Q7ArGwuz-ha,Ao2METZY4n,Accept (Poster)
xKQbQJjO8p,AnJUTpZiiWD,Accept (Spotlight)
KdteCsc022a,Am_qvhPRQTq,Accept (Poster)
wsgBNKoCkJ,AlvGTwr_t0S,Accept (Poster)
xwnoRal3XMy,Alr5_kKmLBX,Accept (Poster)
adJsiwfx7a,AlD5WD2ANIQ,Accept (Poster)
-iz3o-L3Xoh,AklttWFnxS9,Accept (Spotlight)
3n8K3NbWs6E,AjgFqUoD4U,Accept (Poster)
l0XeJwVr5rx,AjfD1JjeVKN,Accept (Poster)
FofqbKdlrag,AjZCiKuWQ9n,Reject
CIEYHKkMvYc,Ai73e_POVd,Accept (Poster)
43naiMbelC,AhuVLaYp6gn,Accept (Poster)
RSlOmKI7Zzj,AhlzUugOFIo,Accept (Poster)
MibtjFB64H,Ah5CMODl52,Accept (Poster)
h5HGt8l-ma,Aeo-xqtb5p,Accept (Spotlight)
NrTiFpYYD2Q,Ad7Gv5NkBPz,Reject
OiM1cKF9Yu,AcoMwAU5c0s,Accept (Poster)
Plev4u3zc4D,Aa5oPXc_1IV,Accept (Poster)
qnp0DJ59rlm,A_TVp2HtxPS,Accept (Poster)
kBg5jTFoGRM,A_Aeb-XLozL,Accept (Poster)
8qww4gjnWdm,AYAgKFl78z,Accept (Poster)
VNbqDkhUosj,AWadl8GeCEG,Accept (Poster)
ZCWCOaLo6vC,AWMU04iXQ08,Accept (Poster)
QwuzSUG0IUN,AVx0r_GppCu,Reject
CrSvt6MZHax,AVvcLO2UYGA,Accept (Poster)
Ke8NdZ_XeA4,AVWROGUWpu,Accept (Poster)
kYMmOPkgBj,AVS8CamBecS,Accept (Poster)
kxlWNUj6iU,AREHCsLy9oc,Accept (Poster)
Jsn90WXnS_B,AQ9UL-7UvZx,Accept (Poster)
fgPzLERxDyy,ALvt7nXa2q,Accept (Spotlight)
01FQTYdb5-5,ALg4gT0DL4Axd,Accept (Poster)
FMVkwu9jX-B,ALO7hAn476W,Accept (Poster)
ZKQmZQYEPXH,AJofO-OFT40,Accept (Poster)
91_WoMTUfN,AJnaakgIJ7RXs,Accept (Poster)
s6u-3Q3VAV,AIQOddM5Xm,Accept (Poster)
PBp-0Ms_Lc,AIIzCpn_GJ,Accept (Poster)
yJ96GF3CE4g,AHFfYwM7WGP,Accept (Poster)
JuP5xAA1DmM,AFiH_CNnVhS,Accept (Poster)
O9QnbJ6a96a,AD4jtD8wE1w,Accept (Poster)
Q6ciRPVz5C5,ACV8iBHtbR,Accept (Poster)
EKmek4QIdZn,ACFHNxVNvfk,Accept (Poster)
y0qta0vB-z,AAWuCvzaVt,Accept (Spotlight)
LWptjKCnOYv,AADxnPG-PR,Accept (Poster)
GV2o3-en4YJ,A9HVNx1J8Pc,Accept (Poster)
lzJtE-utpVL,A7pvvrlv68,Accept (Poster)
C8zRVeFhmt,A3TwMRCqWUn,Accept (Poster)
vAS1qbBA5S4,A2HvBPoSBMs,Accept (Poster)
1VnAS_OzAwL,A1Y8cGB9w72,Accept (Poster)
E3LzhSNau2H,A-RON3lv-aR,Accept (Poster)
tj8LvG81Lkn,9xPJ7cZ4ntc,Accept (Poster)
n-Ikl6tyONr,9x10Q5J8e9W,Accept (Poster)
pEB7_p6q73u,9vur8-1GU7V,Accept (Poster)
s0AqqXVD6Y3,9uXILaIam0,Accept (Spotlight)
uPzuX6OoxPs,9rphbXqgmqM,Accept (Spotlight)
JHoRLbP1FJc,9pt6F8w1Jgs,Accept (Poster)
FXdy9axMQmN,9lwprXiGdR4,Accept (Poster)
4R3004x7aUn,9jRH00HT4-4,Accept (Poster)
Wl2TJt1fG0T,9fHO2sjdZq8,Accept (Poster)
0HFvNbYZtKX,9dZ4oIjkv76,Accept (Poster)
wMCoKFO-Za_,9dYr4pFCLIW,Accept (Poster)
nfsp-QN0Vg,9c-IsSptbmA,Accept (Poster)
XgmRBJFaD4F,9bqxRuRwBlu,Accept (Poster)
I-BW-DtZim5,9_CTZ_xdQk,Accept (Poster)
KCmc32YtjQZ,9Zi7t3c5CuF,Accept (Poster)
rPajZJ1plr4,9XAxGtK5cdN,Accept (Spotlight)
Q5pjRNvZ6Xh,9UjRw5bqURS,Accept (Poster)
8qIVLWRk5OZ,9TX5OsKJvm,Accept (Poster)
EMJ6gSOlw0M,9Sa2xh4mGR,Accept (Poster)
FhGPoxsDoo,9SD2Rb3NiWu,Accept (Oral)
x45rTF18Rf3,9S7jZvhS7SP,Accept (Poster)
YsUX9cnndt3,9RFGrW9z9te,Accept (Poster)
RJbtOPiwrKa,9RFFgpQAOzk,Accept (Poster)
_tYEjJyhG-t,9QwPhXWmuRp,Accept (Poster)
d0WAsgIDIP,9Qu0U9Fj7IP,Accept (Poster)
XO9MgeCByJT,9QffERDO_rJ,Reject
hAb0552gHzg,9PnKduzf-FT,Accept (Poster)
UkeobDHWuos,9PexctnBali,Accept (Poster)
VjCcy7d5wX,9PBxTCg0F6m,Accept (Spotlight)
btJiIOBKXwr,9Oolof9tfnD,Accept (Poster)
lFFk5Ogh8cd,9N_vdopOU0h,Accept (Poster)
Vyb87NZbde,9Jsop0faZtU,Accept (Poster)
OGd5l8bnBa8,9J2wV5E1Aq_,Accept (Spotlight)
bJJQQN5L-0_,9In970xfmNk,Accept (Poster)
D56_7_qdOL0,9IJLHPuLpvZ,Accept (Poster)
VFH6Kba41aJ,9GYcNKOuF4V,Accept (Poster)
Ypr4xxpFeXa,9FREJhzo1q,Accept (Spotlight)
3q1iwXxAa-,9DlCh34E1bN,Accept (Oral)
lzIPAdb1R_q,9DEAT9pDiN,Accept (Poster)
790thvbwdh,9CPc4EIr2t1,Accept (Poster)
EU3GPzqRkU,9BvDIW6_qxZ,Accept (Poster)
_Sc98ji9Tx,9BpjtPMyDQ,Accept (Poster)
dQFuERbsneB,9BnCwiXB0ty,Accept (Spotlight)
vdmzON_JNXW,9B0JMeySlZM,Accept (Poster)
VZRKkbZT6G,98zhe-xzviq,Accept (Poster)
BmjvvzyBaF3,96uH8HeGb9G,Accept (Poster)
diOQRGKMpxD,96ULbah4DC,Accept (Poster)
Vaa0cWVowt,961kvwqhR05,Accept (Poster)
XzXd_ytG-x0,94Sj1CcC_Jl,Accept (Poster)
YAhEGvzmqds,90c-FVYJ5rL,Accept (Poster)
0siW82tmm0m,90M-91IZ0JC,Accept (Poster)
HvJintpfza7,90EVPQ7uCV,Accept (Poster)
YB1pezFZ8I,9-sCrvMbL9,Accept (Poster)
W8cNUftrTR5,9-XhLobA4z,Accept (Poster)
dEyjAt_ewr6,9-ArDPYbUZG,Accept (Poster)
GmxACf4lS1D,8zeX-8yLeRb,Accept (Poster)
XeSOh70GVD,8ygF02Zm51q,Accept (Oral)
moiKeFM7srg,8xyNqPvFZwC,Accept (Poster)
b7kdGqXzM_,8xoN9ZdSW8,Accept (Poster)
8RNvE4uagkI,8vwDIC9pEb,Accept (Poster)
RbQ_R5-lG_R,8v_4EVifBqX,Accept (Poster)
HpnzlaKSTbc,8vXYx6d8Wc,Accept (Poster)
yCtFpnw9xjk,8v4Sev9pXv,Accept (Poster)
jBPHw4ff8km,8twKpG5s8Qh,Accept (Poster)
CQFzGo9sCC0,8tgchc2XhD,Accept (Poster)
stz32WPzoQu,8qa6hkGYDJk,Accept (Poster)
48fKf3BznQY,8pOPKfibVN,Accept (Poster)
TV8eO9sVBaM,8p46f7pYckL,Accept (Poster)
1kkGz2Fg3i,8n0eirHTH7I,Accept (Poster)
QBsOgb-UenP,8kl-SbUX4ZU,Accept (Poster)
hzzXCM_-6k0,8kk8a_zvWua,Accept (Spotlight)
1WoqzmOUDr7,8jFiomKUnaT,Reject
lpqxpT-3Yq,8hLuUnBwfM2,Accept (Poster)
PTnaLiOBFq_,8hGabvaV2GQ,Reject
AMyRYSw8tSi,8gyF7P-kEud,Accept (Poster)
riMsaBlycKr,8gmBGNeOfT,Accept (Poster)
RjUyxpEJFY4,8fztRILSxL,Accept (Poster)
HnI6CYLPMI,8dqEeFuhgMG,Accept (Poster)
L7AMximY1_,8bxZ7WGg4b2,Accept (Poster)
5COXooLr_FF,8bbevt2MKPX,Accept (Poster)
B6XRp70pVDS,8Yrcy55iHE,Accept (Poster)
V9DGJo1-NLt,8YSqxvRhi-Q,Accept (Poster)
9UCZrag8e4z,8V2hZW0d2aS,Accept (Spotlight)
Ep7c1D54OI_,8Uui49rOfc,Accept (Poster)
afEz5mJwLj5,8SEJ8AT_6Dl,Accept (Poster)
SMfZtYGHl1b,8RnRLP4SHe0,Accept (Spotlight)
rqfLjkt1xJI,8PPmLbV6WiQ,Reject
EHQQ_Pu0Hh,8PA2nX9v_r2,Accept (Spotlight)
KZ4dkzCNs8t,8IiakjcUHFH,Accept (Poster)
9dPAnmqJepr,8CaXYuLlZ6o,Accept (Poster)
OGrtcc0n9CF,8AgtfqiHUhs,Accept (Spotlight)
T1u_K4Pkks0,8AFzk19DNvf,Accept (Poster)
yjb4UKIrr-1,877bJocr-w,Accept (Spotlight)
CzOe1kQddrU,86iCmraCBL,Accept (Poster)
jitFSEyed2n,86NHK__yFDl,Accept (Poster)
G-_vR8q_R8G,85h_DhXf3v,Accept (Poster)
5BhYZyU4X2,85BzB3WP-qj,Accept (Spotlight)
QmriT96F1Zs,83SeeJals7j,Accept (Poster)
gwiKXlNGmyy,83A-0x6Pfi_,Accept (Poster)
KE-qA4CTD2x,824xC-SgWgU,Accept (Poster)
Xe67qS15h9b,81Erd42Wimi,Accept (Poster)
YsrAmpN0hZ2,817F5yuNAf1,Accept (Poster)
J0EyCgdHn4q,7wunGXQoC27,Accept (Poster)
NMGfuacE06d,7rYDxRb1eSa,Accept (Spotlight)
1AcozrjHtj,7pU_P1IbePx,Accept (Spotlight)
vnbyw2vnhOQ,7nWS_1Gkqt,Accept (Poster)
PYtLGA-tKh,7m6qvNqFjr,Accept (Poster)
Cm6RkGYy0HM,7e4FLufwij,Accept (Poster)
tUfWYdS39E,7_t4Gvubkeo,Accept (Poster)
AALsAIDoNEV,7_eLEvFjCi3,Accept (Poster)
u9Hhho-SDQ,7_M2f2DEIEK,Accept (Spotlight)
3nk-j5tioPM,7X_sBjIwtm9,Accept (Poster)
9H3Ty-Ke4OO,7U7JxTiL8gz,Accept (Poster)
bosCGDSsz7b,7SGgWl2uVG-,Accept (Poster)
BVFfp-9JF1s,7S3RMGVS5vO,Accept (Poster)
yvjeKd_v_I,7RIYO406DB-,Accept (Poster)
wkdsUHqxjkR,7PkfLkyLMRM,Accept (Poster)
SMI-zab1hdv,7KZP4d_75I0,Accept (Poster)
XSUfvKrM1F,7J-fKoXiReA,Accept (Poster)
X6OUj9HyRPa,7HQiArc-sKf,Accept (Poster)
B5f98yDN64j,7EFdodSWee4,Accept (Poster)
yuhyx2d0Aa,7Da3azsjjlh,Accept (Poster)
seQia4A2OE3,7CKWdq2yQv,Accept (Poster)
fFghf0k6iqz,7BlQMwp_44p,Accept (Poster)
sq1d21ysp6L,7AiFm-cB-ac,Accept (Poster)
Z5TRfZN3wJE,79zWncwO2p,Accept (Spotlight)
XSzK04MZfRB,79xCSCP6qs,Accept (Poster)
vgUI0GBkfhs,79QNAeS8pd,Accept (Poster)
LsPPY099rJ,78GFU9e56Dq,Accept (Poster)
Tks96JcAfpq,77cNKCCjgw,Accept (Poster)
n28uTiL1nz0,76tTYokjtG,Accept (Poster)
fgOo1YR0W7F,74RmfBweB60,Accept (Poster)
zv43lyUx8l,73OmmrCfSyy,Accept (Spotlight)
YbJRZryBkjC,73FeFxePGc,Accept (Poster)
2-UaVSPvd_o,715E7e6j4gU,Accept (Poster)
JopyUgnvwRx,70kOIgjKhbA,Accept (Poster)
N7zIzSa5GpZ,70fOkZPtGqT,Accept (Poster)
KyBYilHbZnM,70eD741FHyI,Accept (Poster)
eJGH91Aedzs,70Q_NeHImB3,Accept (Poster)
46MEuV6JGe,6x8tcREIL2W,Accept (Poster)
nVsOFRAVjy,6wuE1-G4pu6,Accept (Poster)
-W-MEdilSAl,6veB3MCD-bu,Accept (Poster)
4G6ntsSaqKm,6vaActvpcp3,Accept (Oral)
v-Rx9LlWjh4,6vWuYzkp8d,Accept (Poster)
6CZtFhOZiSX,6ugK-RQhIP5,Reject
Lp2agUE6zX,6tM849_6RF9,Accept (Spotlight)
S__SymZv4Nn,6tGP5Z-QbMb,Accept (Poster)
zFFQaHBpQ0Y,6rqjgrL7Lq,Accept (Poster)
r3Z6ZqBjaM7,6pkC8GUsyDO,Accept (Poster)
4dCsBAJnGJ,6p2jG0FJ5j,Accept (Poster)
uM81oUNbi7,6p-zJaheTW,Accept (Spotlight)
oXpQfuBYOjf,6oyeQ-1c_91,Accept (Poster)
11mmIE-awew,6ns5QTPQ_d,Accept (Poster)
tL5m_Ct8aKX,6nbpPqUCIi7,Accept (Poster)
aahbjS9BkeT,6mUrD5rg-UU,Accept (Poster)
pe_HnAkav46,6mEWjDYJeE-,Accept (Poster)
-Vwb4HDa_J,6k0bAbb6m6,Accept (Poster)
uK6xfBIYB_H,6irNdUxsyl,Accept (Poster)
RrWc8sPpxt,6h14cMLgb5q,Accept (Poster)
m-A-U0MQZ7,6fmgB38rLI1,Accept (Spotlight)
v6olduUOnW,6dUJPrPPUau,Accept (Poster)
XAXDJ8biF_R,6_sF7BuscXe,Accept (Poster)
iyQh77s3S9P,6ZdqOpE_UVF,Accept (Poster)
xBmiXzDEuQ,6YL_BntJrz6,Accept (Poster)
OfhS-muLOv,6VMXq5GCB9R,Accept (Poster)
l5H13jujQKo,6RB77-6-_oI,Accept (Poster)
f-fmEpOPAM4,6PoupJO89MG,Accept (Poster)
Qusp8u8P0z,6OoCDvFV4m,Accept (Poster)
mHZ_YuSOLcn,6OkPFFMgBt,Accept (Poster)
PdNDXKttau8,6KcBgHQz3sJ,Accept (Poster)
2qPkZfC6sk,6Gn6-oMRvu3,Accept (Poster)
5-iHEAH6FAX,6EWOVxvJ5FI,Reject
CKGfAfWUHrI,6Ddt0bvKoeh,Accept (Poster)
JX5s2DdQgOJ,6Ab68Ip4Mu,Accept (Poster)
baFrGYa-IgA,68B1ezcffDc,Accept (Spotlight)
aFiXpN8IQ3,686puZqAMDS,Accept (Poster)
lHmB2ozgzQG,63pC59XOZLZ,Accept (Poster)
-01HkhVBht,5z6wJocN2n,Accept (Poster)
cPU6cId1PAs,5tSmnxXb0cx,Accept (Poster)
ZnVEMsl6Jbw,5t5FPwzE6mq,Accept (Poster)
vyQqkmxLNbJ,5sCVR3Lq6F,Accept (Poster)
sDqu1ifyMJ,5rm0b_fsNZ,Accept (Poster)
OsoB1HrCRg,5qsptDcsdEj,Accept (Poster)
eu_XLZr_CrC,5oX9BvY5VTU,Accept (Poster)
PiCFcayGiHj,5nLibPckV2N,Accept (Poster)
e_aW1u4wsuB,5lko4-9cRAk,Accept (Poster)
sZuUdW95WYR,5la5tka8a4-,Reject
oHiJVqWSvKD,5kTlVBkzSRx,Accept (Poster)
93fwEsKkBQP,5jaqt-Hsqir,Reject
6il5wtgos3i,5j_lH4OpZBl,Accept (Poster)
U01DKJwk9v4,5ga5mfbGsRM,Accept (Spotlight)
ZNAx3JMhnnK,5fPBtLSGk21,Accept (Spotlight)
iZLZL8KSmzF,5af9FHClUZu,Accept (Poster)
VK68qp4BBn9,5Ya8PbvpZ9,Accept (Poster)
p0EHGTVKUW,5XrU3V2pxJa,Accept (Poster)
J-RBHkv82Zj,5UZ-AcwFDKJ,Accept (Poster)
ZP1XIpcLU8r,5TuGBbNSyAc,Accept (Poster)
Zy5lJGlySG,5Re03X8Iigi,Accept (Spotlight)
DYLcGswe9lw,5Ld5bRB9jzY,Accept (Poster)
fkks7d4_NT,5KWmB6JePx,Accept (Poster)
_wN_Efba7On,5KCvuCYGi7G,Accept (Poster)
4ZT8pdxTmrf,5JvnsAdf6Vz,Accept (Oral)
-hycWJz3NtV,5JPPOluv-bp,Accept (Poster)
KHPs5fAYxwy,5JIAKpVrmZK,Accept (Poster)
wPKozqd5VX,5J9sbGwZ9bC,Accept (Poster)
xbXri7N0Rvj,5GihaaZKL4,Reject
_SjIcK_Zb9,5FtUGRvwEF,Accept (Poster)
64ND0dtQs7P,5Dl1378QutR,Reject
zguWT8AmVPl,5CKM8jCfEmM,Accept (Poster)
pO4CK2b3zpV,5CGPY2VeEGb,Accept (Spotlight)
9YjY-KsqfDf,5BnaKeEwuYk,Accept (Poster)
AkhvR-j4rz,5BVsfC0goqI,Accept (Poster)
vZQZ29SR8n,5BD4_awH4Fd,Accept (Poster)
b7Zp3dLLyvq,5AixAJweEyC,Accept (Poster)
HDoe1ZeFdmN,59mdmZJV6IG,Accept (Poster)
BJHIn1W_Umg,52weXyh2yh,Accept (Poster)
XLW-fGJQgJN,52YubM-VC6H,Accept (Poster)
OS_zsfzPtAS,52XXcK8jY0J,Accept (Poster)
jDRg9Cx7X29,519VBzfEaKW,Accept (Poster)
KLOscMT5si7,503UwCYEe5,Accept (Poster)
DdXHSUvdKZ,5-iRjd9FreV,Accept (Poster)
ycd9qH9pOMp,5-Of1DTlq,Accept (Poster)
YWXPBBGCbwS,5-GXHFNbq_U,Accept (Spotlight)
L_gzcZy_uXc,4wVlNqBJXg,Accept (Poster)
BSI1aLtxOV0,4vUZPUKZsr5,Accept (Poster)
nbzq4heNXs7,4pfqv2FCo0R,Accept (Poster)
wLZsyFoa4hE,4pf_pOo0Dt,Accept (Poster)
D9lHwiEyfkI,4pciaBbRL4B,Accept (Poster)
eyUIeHua1n8,4orlVaC95Bo,Accept (Poster)
mOxiLm2EW1U,4lXCXb0Ru04,Accept (Poster)
TozwykjvVWN,4jPVcKEYpSZ,Accept (Poster)
lSML5LVIGjV,4i23Bjlh4Y9,Reject
jYTQMOLu0yI,4hBXGTdS6Lc,Accept (Poster)
mElKAZ3ii0X,4h4oqp-ATxb,Accept (Spotlight)
JIQHskouw5S,4fLr7H5D_eT,Accept (Spotlight)
wIzNWOiCaG_,4e_Yvt47kh,Accept (Poster)
qUYPUYnoYgF,4cEapqXfP30,Accept (Poster)
ES33GB1LdiE,4c1EiEvivpx,Accept (Spotlight)
cSXhFQyuV2d,4bzanicqvy8,Accept (Poster)
L6qpxwSO4P-,4bKbEP9b65v,Accept (Spotlight)
4o5Ef-cIt6x,4azYdmhHCG,Accept (Poster)
o0-7Eda2Rba,4YlE2huxEsl,Accept (Poster)
rdwpbwBta-2,4XOrn_Y-dqp,Accept (Poster)
nxikBrrcfkJ,4VAp_PL9yKs,Accept (Poster)
Tz2Zd_KaAcw,4S4nbt-rD6,Accept (Poster)
VpusuBEXIhH,4QrgRSAAroI,Accept (Poster)
h0bS1rT23jn,4PK-St2iVZn,Accept (Poster)
k2fG-SC2f24,4JiZIwTnXty,Accept (Poster)
FlnGlvOwfwe,4J_H903nUE,Accept (Poster)
ehT-CbbivqQ,4JHdr4lgpVT,Accept (Spotlight)
CJ-5iLTmltB,4Il6i0jdrvP,Accept (Poster)
F_1L8Biyc9a,4HDwT8l12UK,Accept (Poster)
W4_jN-AnApj,4G2dEuRZ7eO,Accept (Poster)
fKSyD_g6r7Y,4CrjylrL9vM,Accept (Poster)
AqsrBbLH6kx,4CRpaV4pYp,Accept (Poster)
zHms0pLA6X,48uzkHOKMfz,Accept (Poster)
HxAaHcdBU8H,48LtSAkxjiX,Accept (Poster)
3rmFNNEmNB6,46J_l-cpc1W,Accept (Poster)
vsLBhkl0_8O,45GfBQYtYlp,Accept (Poster)
w0bbzk_S_Ik,44EMx-dkQU,Accept (Poster)
gyOLO6OV8P,43mzkbz_QKG,Accept (Poster)
1-2KwsH1Oc,43fmQ-db-yJ,Accept (Spotlight)
Qk_lRLi3Ab,42yEyjooGSC,Accept (Poster)
h_beRnDMCn0,41QJ--DLjoD,Accept (Poster)
iVdcjdQaO-m,405l3VpbqRA,Accept (Poster)
Ip-XNnCzQKk,4-gBZAkF9ze,Reject
GPR4jC26cEQ,4-Py8BiJwHI,Accept (Poster)
6EiveeYPod6,3zP6RrQtNa,Accept (Poster)
DORuTSbrr9u,3v6n7458GAq,Accept (Poster)
EeoGCm1d5y,3stG49d5VA,Accept (Poster)
lfq1yyy9P-a,3rjYr0K-OGC,Accept (Poster)
d_8YY18SMg,3qYgdGj9Svt,Accept (Oral)
wssfQO-bihI,3qMwV98zLIk,Accept (Poster)
VJzOlke8Lbb,3oQyjABdbC8,Accept (Poster)
8dBFXu-iVGA,3h1iwXmYVVJ,Accept (Poster)
aM1ps9aW0e,3g5KdPD8LIL,Reject
7ObQy3wNnno,3ez9BSHTNT,Accept (Poster)
zCc6y9C8mBf,3ccoZ40Us0N,Accept (Poster)
RhcyjQkGZIQ,3_MUAtqR0aA,Reject
sSlQtKvHfLC,3YYmDQpT0p,Accept (Poster)
f_7ndVOEIS,3X8qZL4_WO,Reject
QgTfvzyfWD,3X65eaS4PtP,Accept (Poster)
g3zns3tlMze,3WbWmdTd8fN,Reject
LgihFKZChyw,3SVcSU1Mkk8,Accept (Poster)
3BELdv5JQl,3S0z0IjWkyl,Accept (Poster)
Lysfuf4C9Wt,3Ky3sH5enrc,Accept (Poster)
zPQ4hTAhuvo,3KhhJxaufVF,Accept (Poster)
NrxXdrYEPhG,3GpcwM1slH8,Accept (Spotlight)
ENgFGysrNLr,3EwcMzmUbNd,Accept (Poster)
OXCsd-23z3N,3EuMT2Lqn4q,Accept (Poster)
CIvx5VErIKf,3BI2dazLpN,Accept (Poster)
cAqgr4XBIrW,35wwc2nc1a4,Accept (Poster)
F_qC6WJk-w8,34kP--v0qVT,Accept (Poster)
2Rx6x-WmcxT,32eyjxaRxp,Accept (Poster)
uhk9rGiwcW9,31NfehDva-h,Accept (Poster)
SW8kxZDU56,3-GCM92yaB3,Accept (Poster)
3i_NdvTrk4u,3-F0-Zpcrno,Accept (Poster)
cKe71lb5wCm,2zO2lb7ykMD,Accept (Poster)
LK1ysyPHPZK,2zCRcTafea,Accept (Spotlight)
Yt_LY646h9X,2ybxtABV2Og,Accept (Poster)
88nhjCvRPbB,2w_2PwOYJarMu,Accept (Poster)
sCammfFwBvA,2vyiCxfb6el,Accept (Poster)
XWlPJtNF5w,2vubO341F_E,Accept (Poster)
0ceK8EAxb1j,2rR3aBnhCaP,Accept (Poster)
Uhiu5BZ7D4x,2rAiDBJgR_,Reject
NuEFcoZn3_M,2r6F9duQ6o5,Accept (Poster)
kKKPxhlWMS,2pJZSVcSZz,Accept (Poster)
ZZMVUkgcLTP,2lZdja9xYzh,Accept (Poster)
13Zwv2HrVjI,2lBhfVPYOM,Accept (Poster)
aMfviiTwVHt,2j_cut38wv,Accept (Poster)
o3am2sX2CXr,2j3B_YkC8r,Accept (Poster)
1ma8OOdcj2,2e_VWzcU4j7,Accept (Poster)
BFHZ5TJoaqk,2a96Bf7Qdrg,Accept (Poster)
gU5B-kurbZ-,2Y8ikpBg6N8,Accept (Poster)
_bi-Kl4ZLRf,2WnjXcymLtP,Accept (Poster)
d6hJ6XJWsrF,2UyqK45_djA,Reject
ozsp1ZY1Sg,2STmSnZAEt2,Accept (Poster)
Bgw1wx446Sm,2RgFZHCrI0l,Accept (Poster)
juu5O6qcd-2,2OqZZAqxnn,Accept (Poster)
jC_ENWxFatW,2NJstikrGfP,Accept (Poster)
e7AOZxvd6eP,2Lq5mDVwBdJ,Accept (Poster)
sv0MOSOkYfe,2LdBqxc1Yv,Accept (Poster)
e21hQSy42P,2JwLvfKR8AI,Accept (Poster)
-0F2htoNJqv,2GapPLFKvA,Accept (Poster)
7YEN3IfgJV,2F_wnaioS6,Accept (Poster)
8_cPwfUFwkK,2FDhSA_yxY,Accept (Poster)
NEXnQEYMsv2,2E4AT-qj3Dg,Accept (Poster)
YeVsEoKOcS0,2Dg2UQyRpQ,Accept (Poster)
aDeGHWTbZ8B,2CQQ_C1i0b,Accept (Poster)
IB5Q4-ZeIFF,2BbDxFtDht7,Accept (Poster)
fqIjUdF4qH0,28NikxkK6kJ,Accept (Poster)
Zd_gFT7bB0x,27qon5Ut4PSl,Accept (Spotlight)
BB11PIIL_M3,24-ZY0UZVKD,Accept (Poster)
NGtBQajK7Zx,21uqYo8soks,Accept (Poster)
jNycPFlXxv,2-0wS9-cSL,Reject
Q003cIpKzMV,1z2T01DKEaE,Accept (Poster)
72heyJWaCKX,1yeYYtLqq7K,Accept (Spotlight)
44-Yj_oc4w2,1r2EannVuIA,Accept (Poster)
KraW4oNjaL,1oVNAVhJ4GP,Accept (Poster)
xwlpTixMTfZ,1oR_gQGp3Rm,Accept (Poster)
gBOhqfTCZr0,1oRFmD0Fl-5,Accept (Poster)
AIouXoGwSCy,1oP1duoZxx,Accept (Poster)
JzOkJqwFm66,1lDxnonFKm9,Accept (Poster)
G_aQpTpjTjq,1lCZrXJBpM,Accept (Poster)
Fq-gihHqZXW,1gLyEmOsKE8,Accept (Poster)
_HA5eFOwmz8,1fr3bOX2t69,Accept (Poster)
ivjddib5aK,1fnkvjzVdu9,Accept (Poster)
vLOExI4zrf,1dqrBgHYC0d,Accept (Poster)
AOd8IykEza,1dq2MVDXot-,Accept (Poster)
gAQMV1Oklch,1dcGJjvwl2h,Accept (Poster)
3symx-WeC3j,1bBF5Zq1YHz,Accept (Spotlight)
mMbADO8eNx,1_gaHBaRYt,Accept (Poster)
0ulSCOL9NlF,1XxaUEa3Yz,Accept (Poster)
nNAhytzmgm,1XwPDFrJObw,Accept (Poster)
tU1CSrXO-vK,1W2WuCYbz_C,Accept (Poster)
3J9PDG869e,1TuwAYxRAC,Accept (Poster)
qu_h4o6QF6E,1Sy9EwFCyFQ,Accept (Poster)
e7Q4yhmgesA,1Sn5TeUi1pb,Accept (Poster)
c95---rYf0r,1Rxp-demAH0,Accept (Poster)
yYVcLfATG9,1QhRTsqYPB,Accept (Poster)
i3UoiwPlKk0,1ODSsnoMBav,Accept (Poster)
rg0MjadRIjC,1LLemKrsgQp,Accept (Poster)
0GV7XV_GPBf,1LCtHgPC-l4,Accept (Poster)
MgfhAFd8m54,1Kof-nkmQB8,Accept (Spotlight)
h-E937ZbJY,1J21t9pd1AU,Accept (Poster)
2J7CuBrrBY,1H6zA8wIhKk,Accept (Spotlight)
